Middle Name,Srednje ime,
Milestone,Ključna tačka,
Milestone Tracker,Praćenje ključnih tačaka,
Minimum,Minimum,
Minimum Password Score,Minimalna ocena jačine lozinke,
Minor,Manji,
Minutes After,Minuta nakon,
Minutes Before,Minuta pre,
Minutes Offset,Pomak u minutima,
Mobile No,Broj mobilnog telefona,
Modal Trigger,Pokretač modalnog prozora,
Module,Modul,
Module (for export),Modul (za izvoz),
Module Def,Definicija modula,
Module HTML,HTML modula,
Module Name,Naziv modula,
Module Onboarding,Modul uvodne obuke,
Module Profile,Profil modula,
Module Profile Name,Naziv profila modula,
Modules HTML,HTML moduli,
Monday,Ponedeljak,
Monospace,Monospace,
Monthly,Mesečno,
Monthly Long,Tokom celog meseca,
More Info,Više informacija,
More Information,Više informacija,
More content for the bottom of the page.,Dodatni sadržaj za dno stranice.,
Move to next step when clicked inside highlighted area.,Premesti na sledeći korak kada se klikne unutar označenog područja.,
Mozilla doesn't support :has() so you can pass parent selector here as workaround,"Mozilla ne podržava :has(), stoga možete koristiti matični selektor kao rešenje",
Must be a publicly accessible Google Sheets URL,Mora biti URL Google Sheets-a koji je javno dostupan,
"Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))","Mora biti zatvoren u '()' i uključivati '{0}', koji je rezervisani tekst za korisničko/ulogovano ime, npr. (&(objectclass=user)(uid={0}))",
"Must be of type ""Attach Image""","Mora biti vrste ""Priloži sliku""",
Mute Sounds,Isključi zvuk,
MyISAM,MyISAM,
NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings,NAPOMENA: Ovaj okvir će biti uklonjen. Molimo Vas da ponovo postavite LDAP da biste radili na novim podešavanjima,
Name,Ime,
Naming,Imenovanje,
"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","Opcije imenovanja:
<ol><li><b>field:[fieldname]</b> - Po polju</li><li><b>naming_series:</b> - Po seriji imenovanja (polje pod nazivom naming_series mora biti prisutno)</li><li><b>Prompt</b> - Odgovori korisniku za unos naziva</li><li><b>[series]</b> - Serije sa prefiksom (odvojene tačkom); na primer PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Zamenite sve reči u zagradama (nazivi polja, datumske reči (DD, MM, YY), serije) sa njihovom vrednošću. Van zagrada, mogu se koristiti bilo koji karakteri.</li></ol>",
Naming Rule,Pravilo imenovanja,
Naming Series,Serija imenovanja,
Navbar,Navigaciona traka,
Navbar Item,Stavka navigacione trake,
Navbar Settings,Podešavanje navigacione trake,
Navbar Template,Šablon navigacione trake,
Navbar Template Values,Vrednosti šablona navigacione trake,
Navigation Settings,Podešavanje navigacije,
Network Printer Settings,Podešavanje mrežnog štampača,
New,Novi,
New Document Form,Novi obrazac dokumenta,
New Name,Novi naziv,
New Role,Nova uloga,
New Users (Last 30 days),Novi korisnici (prethodnih 30 dana),
New users will have to be manually registered by system managers.,Novi korisnici će morati biti ručno registrovani od strane sistem menadžera.,
New value to be set,Nova vrednost treba da bude postavljena,
Newsletter Manager,Menadžer biltena,
Next Action Email Template,Šablon za sledeću radnju putem imejla,
Next Actions HTML,HTML za sledeće radnje,
Next Execution,Sledeće izvršavanje,
Next Form Tour,Naredni korak obilaska obrasca,
Next Schedule Date,Datum sledećeg zakazivanja,
Next State,Sledeće stanje,
Next Step Condition,Uslov za sledeći korak,
Next Sync Token,Sledeći token za sinhronizaciju,
Next on Click,Sledeće na klik,
No,Ne,
No Copy,Bez kopiranja,
No of Requested SMS,Broj zahtevanih SMS poruka,
No of Rows (Max 500),Broj redova (maksimalno 500),
No of Sent SMS,Broj poslatih SMS poruka,
Nomatim,Nomatin,
Non Negative,Nije negativna vrednost,
None,Nijedan,
Normalized Copies,Normalizovane kopije,
Normalized Query,Normalizovani upiti,
Not Helpful,Nije od pomoći,
Not Nullable,Ne može biti prazno,
Not Sent,Nije poslato,
Note,Napomena,
Note Seen By,Napomena viđena od strane,
"Note: For best results,  images must be of the same size and width must be greater than height.","Napomena: Za najbolje rezultate, slike moraju biti iste veličine i širina mora biti veća od visine.",
Note: Multiple sessions will be allowed in case of mobile device,Napomena: Višestruke sesije će biti dozvoljene na mobilnim uređajima,
Notification,Obaveštenje,
Notification Log,Evidencija obaveštenja,
Notification Recipient,Primalac obaveštenja,
Notification Settings,Podešavanje obaveštenja,
Notification Subscribed Document,Dokument na koji je korisnik pretplaćen za obaveštenja,
Notifications,Obaveštenja,
Notifications and bulk mails will be sent from this outgoing server.,Obaveštenja i masovni imejlovi biće poslati sa ovog izlaznog servera.,
Notify Users On Every Login,Obavesti korisnike pri svakom prijavljivanju,
Notify by Email,Obavesti putem imejla,
Notify by email,Obavesti putem imejla,
Notify if unreplied,Obavesti ukoliko nije odgovoreno,
Notify if unreplied for (in mins),Obavesti ukoliko nije odgovoreno (u minutima),
Notify users with a popup when they log in,Obavesti korisnike putem iskačućeg prozora kada se prijave,
Number,Broj,
Number Card,Brojčana kartica,
Number Card Link,Link brojčane kartice,
Number Card Name,Naziv brojčane kartice,
Number Cards,Brojčane kartice,
Number Format,Format broja,
Number of Backups,Broj rezervnih kopija,
Number of Groups,Broj grupa,
Number of Queries,Brup upita,
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),Broj kolona za polje u mreži (Ukupno kolona u mreži treba da bude manji od 11),
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),Broj kolona za polje u listi ili mreži (Ukupno kolona treba da bude manji od 11),
Number of days after which the document Web View link shared on email will be expired,"Broj dana nakon kojih će link za prikaz dokumenata u veb-prikazu, poslat putem imejla, isteći",
Number of keys,Broj ključeva,
Number of onsite backups,Broj lokalnih rezervnih kopija,
OAuth,OAuth,
OAuth Authorization Code,OAuth autorizacioni kod,
OAuth Bearer Token,OAuth token nosioca,
OAuth Client,OAuth klijent,
OAuth Client ID,OAuth ID klijenta,
OAuth Client Role,OAuth uloga klijenta,
OAuth Provider Settings,Podešavanje OAuth provajdera,
OAuth Scope,OAuth opseg,
OAuth Settings,OAuth podešavanja,
OPTIONS,OPCIJE,
OTP App,Aplikacija za jednokratnu lozinku,
OTP Issuer Name,Naziv izdavaoca jednokratne lozinke,
Occurrences,Pojavljivanja,
Off,Isključeno,
Office,Kancelarija,
Office 365,Office 365,
Offset X,Pomak X,
Offset Y,Pomak Y,
Older backups will be automatically deleted,Starije rezervne kopije biće automatski obrisane,
Oldest Unscheduled Job,Najstariji neplanirani zadatak,
On Hold,Na čekanju,
On Payment Authorization,Pri autorizaciji plaćanja,
On Payment Charge Processed,Pri obradi naplate plaćanja,
On Payment Failed,Pri neuspešnom plaćanju,
On Payment Mandate Acquisition Processed,Pri obradi preuzimanja naloga za plaćanje,
On Payment Mandate Charge Processed,Pri obradi naplate naloga za plaćanje,
On Payment Paid,Pri izvršenom plaćanju,
"On checking this option, URL will be treated like a jinja template string","Označavanjem ove opcije, URL će biti tretiran kao jinja template string",
Onboard,Uvodna obuka,
Onboarding Permission,Dozvole za uvodnu obuku,
Onboarding Status,Status uvodne obuke,
Onboarding Step,Korak uvodne obuke,
Onboarding Step Map,Mapa uvodne obuke,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.","Jednom kada su podneti, dokumenti koji se mogu podneti ne mogu se menjati. Mogu se samo otkazati ili izmeniti.",
Only Allow Edit For,Dozvoli uređivanje samo za,
Only Send Records Updated in Last X Hours,Pošaljite samo zapise ažurirane u poslednji X časova,
Only for,Isključivo za,
Open,Otvoreno,
Open Documents,Otvori dokumenta,
Open Reference Document,Otvori referentni dokument,
Open URL in a New Tab,Otvori URL u novoj kartici,
Open a dialog with mandatory fields to create a new record quickly. There must be at least one mandatory field to show in dialog.,Otvori dijalog sa obaveznim poljima za brzo kreiranje novog zapisa. Dijalog će biti prikazan samo ukoliko postoji bar jedno obavezno polje.,
OpenID Configuration,OpenID konfiguracija,
OpenLDAP,OpenLPAD,
Opened,Otvoreno,
Operation,Operacija,
Optional: Always send to these ids. Each Email Address on a new row,Opciono: Uvek šaljite na ove ID-ove. Svaka imejl adresa u novom redu,
Optional: The alert will be sent if this expression is true,Opciono: Upozorenje će biti poslato ukoliko je ovaj izraz tačan,
Options,Opcije,
Options Help,Pomoć za opcije,
Orange,Narandžasta,
Order,Redosled,
Org History,Istorija organizacije,
Org History Heading,Naslov istorije organizacije,
Other,Ostalo,
Outgoing,Odlazni,
Outgoing (SMTP) Settings,Podešavanje izlazne pošte (SMTP),
Outgoing Emails (Last 7 days),Izlazni imejlovi (poslednjih 7 dana),
Outgoing Server,Izlazni server,
Outgoing Settings,Podešavanje izlazne pošte,
Outlook.com,Outlook.com,
Output,Rezultat,
PATCH,PATCH,
PDF,PDF,
PDF Generator,PDF Generator,
PDF Page Height (in mm),Visina PDF stranice (u mm),
PDF Page Size,Veličina PDF stranice,
PDF Page Width (in mm),Širina PDF stranice (u mm),
PDF Settings,Podešavanje PDF,
PID,PID,
POST,POST,
PUT,PUT,
Package,Paket,
Package Import,Uvoz paketa,
Package Name,Naziv paketa,
Package Release,Izdanje paketa,
Page,Stranica,
Page Break,Prelom stranice,
Page Builder,Uređivač stranica,
Page Building Blocks,Blokovi za izgradnju stranice,
Page HTML,HTML stranice,
Page Name,Naziv stranice,
Page Number,Broj stranice,
Page Route,Putanja stranice,
Page Settings,Podešavanje stranice,
Page Title,Naslov stranice,
"Page to show on the website
","Stranica koja će biti prikazana na veb-sajtu
",
Parameter,Parametar,
Parent DocType,Matični DocType,
Parent Document Type,Matična vrsta dokumenta,
Parent Element Selector,Selektor matičnog elementa,
Parent Field,Matično polje,
Parent Field (Tree),Matično polje (stablo),
Parent Label,Matična oznaka,
Parent Page,Matična stranica,
Partial,Delimično,
Partial Success,Delimičan uspeh,
Partially Sent,Delimično poslato,
Participants,Učesnici,
Pass,Prošlo,
Passive,Pasivan,
Password,Lozinka,
Password Reset Link Generation Limit,Ograničenje za generisanje linkova za resetovanje lozinke,
Password for Base DN,Lozinka za osnovni DN,
Patch,Zakrpa,
Patch Log,Evidencija zakrpa,
Path,Putanja,
Path to CA Certs File,Putanja do fajla sa CA sertifikatima,
Path to Server Certificate,Putanja do server sertifikata,
Path to private Key File,Putanja do fajla sa privatnim ključem,
Payload Count,Broj prenetih podataka,
Peak Memory Usage,Najveća iskorišćenost memorije,
Pending,Na čekanju,
Pending Approval,Na čekanju za odobrenje,
Pending Emails,Na čekanju za imejlove,
Pending Jobs,Zadaci na čekanju,
Pending Verification,Na čekanju za verifikaciju,
Percent,Procenat,
Percentage,Procenat,
Period,Period,
Perm Level,Nivo dozvole,
Permanent,Trajno,
Permission Inspector,Pregled pristupnih dozvola,
Permission Level,Nivo dozvola,
Permission Log,Evidencija dozvola,
Permission Query,Upit za dozvole,
Permission Rules,Pravila dozvola,
Permission Type,Vrsta dozvole,
Permissions,Dozvole,
Permitted Documents For User,Dozvoljena dokumenta za korisnika,
Permitted Roles,Dozvoljene uloge,
Personal,Lična,
Personal Data Deletion Request,Zahtev za brisanje ličnih podataka,
Personal Data Deletion Step,Korak u brisanju ličnih podataka,
Personal Data Download Request,Zahtev za preuzimanje ličnih podataka,
Phone,Telefon,
Phone No.,Telefon br.,
Pie,Kružni,
Pincode,PIN kod,
Pink,Roze,
Placeholder,Rezervisani tekst,
Plain Text,Obični tekst,
Plant,Postrojenje,
Please select the LDAP Directory being used,Molimo Vas da izaberete LDAP direktorijum koji se koristi,
Policy URI,URI politike,
Polling,Periodično ispitivanje,
Popover Element,Element iskačuće poruke,
Popover or Modal Description,Opis iskačuće poruke ili modala,
Port,Port,
Portal Menu,Meni portala,
Portal Menu Item,Stavka menija portala,
Portal Settings,Podešavanje portala,
Position,Pozicija,
Postal,Adresa za prijem pošte,
Postal Code,Poštanski broj,
Posting Timestamp,Vreme objave,
Precision,Preciznost,
Preferred Billing Address,Preferirana adresa za fakturisanje,
Preferred Shipping Address,Preferirana adresa za isporuku,
Prefix,Prefiks,
Prepared Report,Pripremljen izveštaj,
Prepared Report Analytics,Analitika pripremljenih izveštaja,
Prepared Report User,Korisnik pripremljenog izveštaja,
Preview,Pregeld,
Preview HTML,Pregled HTML-a,
Preview Image,Pregled slike,
Preview Message,Pregled poruke,
Preview of generated names,Pregled generisanih naziva,
Previous Hash,Prethodni heš,
Primary,Primarna,
Primary Color,Primarna boja,
Print,Štampa,
Print Format,Format štampe,
Print Format Builder,Alata za kreiranje formata štampe,
Print Format Builder Beta,Alat za kreiranje formata štampe Beta,
Print Format Field Template,Šablon polja formata za štampu,
Print Format For,Format štampe za,
Print Format Help,Pomoć za format štampe,
Print Format Type,Vrsta formata štampe,
Print Heading,Naslov štampe,
Print Hide,Sakrij štampu,
Print Hide If No Value,Sakrij štampu ukoliko nema vrednosti,
Print Server,Server za štampu,
Print Settings,Postavke štampe,
Print Style,Stil štampe,
Print Style Name,Naziv stila štampe,
Print Style Preview,Pregled stila štampe,
Print UOM after Quantity,Štampaj sastavnicu nakon količine,
Print Width,Širina štampe,
"Print Width of the field, if the field is a column in a table","Širina polja za štampu, ukoliko je polje kolona u tabeli",
Print taxes with zero amount,Štampaj poreze sa iznosom nula,
Print with letterhead,Štampa sa zaglavljem,
Printer Name,Naziv štampača,
Printing,Štampanje,
Priority,Prioritet,
Private,Privatno,
Private Files (MB),Privatni fajlovi (MB),
ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,Savet: Dodaje <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> da pošaljete referencu dokumenta,
Property,Svojstvo,
Property Depends On,Svojstvo zavisi od,
Property Setter,Postavka svojstva,
Property Setter overrides a standard DocType or Field property,Postavka svojstva poništava standardno svojstvo DocType-a ili polja,
Property Type,Vrsta svojstva,
Protect Attached Files,Zaštiti priložene fajlove,
"Provide a list of allowed file extensions for file uploads. Each line should contain one allowed file type. If unset, all file extensions are allowed. Example: <br>CSV<br>JPG<br>PNG","Unesite listu dozvoljenih ekstenzija za otpremanje fajlova. Svaki red treba da sadrži jednu ekstenziju. Ukoliko nije postavljeno, sve ekstenzije su dozvoljene. Primer: <br>CSV<br>JPG<br>PNG",
Provider,Provajder,
Provider Name,Naziv provajdera,
Public,Javni,
Public Files (MB),Javni fajlovi (MB),
Publish,Objavi,
Published,Objavljeno,
Published On,Objavljeno na,
Publishing Dates,Datumi objavljivanja,
Pull from Google Calendar,Povuci iz Google Calendar,
Pull from Google Contacts,Povuci iz Google Contacts,
Pulled from Google Calendar,Povučeno iz Google Calendar,
Pulled from Google Contacts,Povučeno iz Google Contacts,
Purchase Manager,Menadžer nabavke,
Purchase Master Manager,Glavni mendžer za nabavku,
Purchase User,Korisnik nabavke,
Purple,Ljubičasta,
Push Notification Settings,Podešavanje push obaveštenja,
Push to Google Calendar,Pošalji u Google Calendar,
Push to Google Contacts,Pošalji u Google Contacts,
Python,Python,
Quarterly,Kvartalno,
Query,Upit,
Query / Script,Upit / Skripta,
Query Options,Query opcije,
Query Parameters,Parametri upita,
Query Report,Izveštaj po upitu,
Queue,Red,
Queue Status,Status reda,
Queue Type(s),Vrste redova,
Queue in Background (BETA),Red u pozadini (BETA),
Queue(s),Red(ovi),
Queued,U redu,
Queued At,U redu stavljen,
Queued By,Stavljeno u red od strane,
Queues,Redovi,
Quick Entry,Brzi unos,
Quick List Filter,Brzi filter liste,
Quick Lists,Brza lista,
RAW Information Log,Evidencija neobrađenih podataka,
RQ Job,RQ Job,
RQ Worker,RQ Worker,
Random,Nasumično,
Rate Limiting,Ograničenje protoka,
Rate Limits,Ograničenje protoka,
Rate limit for email link login,Ograničenje učestalosti prijavljivanja putem linka u imejlu,
Rating,Ocena,
Raw Commands,Neobrađene komande,
Raw Email,Neobrađeni imejl,
Raw Printing,Neobrađeno štampanje,
Read,Pročitano,
Read Only,Uvid,
Read Only Depends On,Isključivo za čitanje zavisi od,
Read Only Depends On (JS),Isključivo za čitanje zavisi od (JS),
Read Time,Vreme čitanja,
Read by Recipient,Pročitao primalac,
Read by Recipient On,Pročitao primalac na,
Readme,Uputstvo,
Realtime (SocketIO),U realnom vremenu (SocketIO),
Reason,Razlog,
Received,Primljeno,
Receiver By Document Field,Primalac po polju dokumenta,
Receiver By Role,Primalac po ulozi,
Receiver Parameter,Parametar primaoca,
Recipient,Primalac,
Recipient Unsubscribed,Primalac je otkazao pretplatu,
Recipients,Primaoci,
Recorder,Alat za snimanje,
Recorder Query,Upit iz alata za snimanje,
Recorder Suggested Index,Predloženi indeksi iz alata za snimanje,
Red,Crveno,
Redirect HTTP Status,HTTP status preusmeravanja,
Redirect URI,URI za preusmeravanje,
Redirect URI Bound To Auth Code,URI za preusmeravanje povezan sa autentifikacionom kodom,
Redirect URIs,URI-jevi za preusmeravanje,
Redirect URL,URL za preusmeravanje,
Redirect to the selected app after login,Preusmeri na izabranu aplikaciju nakon prijavljivanja,
Redirect to this URL after successful confirmation.,Preusmeri na ovaj URL nakon uspešne potvrde.,
Redirects,Preusmeravanja,
Ref DocType,Referentni DocType,
Reference,Referenca,
Reference Date,Datum reference,
Reference Datetime,Vreme i datum reference,
Reference DocName,Naziv referentnog dokumenta,
Reference DocType,DocType Referenca,
Reference Docname,Naziv referentnog dokumenta,
Reference Doctype,DocType Referenca,
Reference Document,Referentni dokument,
Reference Document Name,Naziv referentnog dokumenta,
Reference Document Type,Vrsta referentnog dokumenta,
Reference Name,Naziv reference,
Reference Owner,Vlasnik reference,
Reference Report,Referentni izveštaj,
Reference Type,Vrsta reference,
Reference name,Naziv reference,
Referrer,Izvor pristupa,
Refresh Google Sheet,Osveži Google Sheet,
Refresh Token,Token za osvežavanje,
Rejected,Odbijeno,
Relay Settings,Podešavanje releja,
Release Notes,Napomene o izdanju,
Relinked,Ponovo povezano,
Reload,Ponovno učitavanje,
Remember Last Selected Value,Zapamti poslednju izabranu vrednost,
Remind At,Podsetnik u,
Reminder,Podsetnik,
Removed,Uklonjeno,
Repeat Header and Footer,Ponovi zaglavlje i podnožje,
Repeat On,Ponoviti na,
Repeat Till,Ponavljati do,
Repeat on Day,Ponoviti na dan,
Repeat on Days,Ponoviti na dane,
Repeat on Last Day of the Month,Ponoviti na poslednji dan u mesecu,
Repeat this Event,Ponoviti ovaj događaj,
Replied,Odgovoreno,
Reply,Odgovori,
Report,Izveštaj,
Report Builder,Uređivač izveštaja,
Report Column,Kolona izveštaja,
Report Description,Opis izveštaja,
Report Filter,Filter izveštaja,
Report Filters,Filteri za izveštaj,
Report Hide,Sakrij izveštaj,
Report Information,Informacije o izveštaju,
Report Manager,Menadžer izveštavanja,
Report Name,Naziv izveštaja,
Report Ref DocType,Referentni DocType izveštaj,
Report Reference Doctype,Referentni DocType izveštaj,
Report Type,Vrsta izveštaja,
Reports,Izveštaji,
Represents a User in the system.,Predstavlja korisnika u sistemu.,
Represents the states allowed in one document and role assigned to change the state.,Predstavlja dozvoljena stanja u jednom dokumentu i ulogu dodeljenu za promenu stanja.,
Request Data,Podaci zahteva,
Request Description,Opis zahteva,
Request Headers,Zaglavlje zahteva,
Request ID,ID zahteva,
Request Limit,Limit zahteva,
Request Method,Metod zahteva,
Request Structure,Struktura zahteva,
Request Timeout,Vreme čekanja zahteva,
Request URL,URL zahteva,
Requested Numbers,Zatraženi brojevi,
Require Trusted Certificate,Zahteva pouzdani sertifikat,
"Requires any valid fdn path. i.e. ou=groups,dc=example,dc=com","Zahteva bilo koji važeću FDN putanju, npr. ou=groups,dc=example,dc=com",
"Requires any valid fdn path. i.e. ou=users,dc=example,dc=com","Zahteva bilo koju važeću FDN putanju npr. i.e. ou=users,dc=example,dc=com",
Reset Password Key,Resetuj ključ za lozinku,
Reset Password Link Expiry Duration,Resetuj trajanje linka za promenu lozinke,
Reset Password Template,Resetuj šablon za lozinku,
Resource,Resurs,
Resource Documentation,Dokumentacija o resursu,
Resource Name,Naziv resursa,
Resource Policy URI,URI politike resursa,
Resource TOS URI,URI uslova korišćenja resursa,
Response,Odgovor,
Response ,Odgovor ,
Response Type,Vrsta odgovora,
Restored,Vraćeno,
Restrict IP,Ograniči IP adresu,
Restrict To Domain,Ograniči na domen,
Restrict to Domain,Ograniči na domen,
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),"Ograniči korisnika samo sa ove IP adrese. Više adresa se može uneti razdvajanjem zarezima. Prihvaćene su i delimične IP adrese, kao što je (111.111.111)",
Retry,Ponovo pokušaj,
Reverse Icon Color,Obrni boju ikonice,
Revocation URI,URI za opoziv,
Revoked,Opozvano,
Rich Text,Bogati tekst,
Right,Desno,
Right Bottom,Desno dole,
Right Center,Desno centrirano,
Robots.txt,Robots.txt,
Role,Uloga,
Role Name,Naziv uloge,
Role Permission for Page and Report,Dozvole uloge za stranicu i izveštaj,
Role Permissions,Dozvole uloga,
Role Permissions Manager,Menadžer dozvola uloga,
Role Profile,Profil uloge,
Role Profiles,Profili uloga,
Role Replication,Replikacija uloga,
Role and Level,Uloga i nivo,
Roles,Uloge,
Roles & Permissions,Uloge i dozvole,
Roles Assigned,Dodeljene uloge,
Roles HTML,HTML uloge,
Roles Html,HTML uloge,
Round Robin,Naizmenično,
Rounding Method,Metod zaokruživanja,
Route,Putanja,
Route History,Istorija putanje,
Route Redirects,Preusmeravanje putanje,
"Route: Example ""/app""","Putanja: Primer ""/app""",
Row Format,Format reda,
Row Index,Indeks reda,
Row Indexes,Indeksi reda,
Row Name,Naziv reda,
Rows Added,Redovi dodati,
Rows Removed,Redovi uklonjeni,
Rows Threshold for Grid Search,Prag redova za pretragu u tabeli,
Rule,Pravilo,
Rule Conditions,Uslovi pravila,
Rules defining transition of state in the workflow.,Pravila koja definišu prelaz stanja u radnom toku.,
"Rules for how states are transitions, like next state and which role is allowed to change state etc.","Pravila za tranziciju između stanja, kao što su sledeće stanje i koja uloga sme da promeni stanje itd.",
Rules with higher priority number will be applied first.,Pravila sa većim brojem prioriteta se primenjuje prva.,
Run Jobs only Daily if Inactive For (Days),Pokreni zadatke dnevno isključivo ukoliko su neaktivni (dana),
Run scheduled jobs only if checked,Pokreni zakazane zadatke samo ukoliko su označeni,
SMS,SMS,
SMS Gateway URL,SMS Gateway URL,
SMS Log,Evidencija SMS poruka,
SMS Parameter,SMS parametar,
SMS Settings,SMS Podešavanje,
SQL,SQL,
"SQL Conditions. Example: status=""Open""","SQL uslovi. Primer: status=""Open""",
SQL Explain,SQL objašenjenje,
SQL Output,SQL izlaz,
SQL Queries,SQL upiti,
SSL/TLS Mode,SSL/TLS režim,
Sales Manager,Menadžer prodaje,
Sales Master Manager,Glavni menadžer prodaje,
Sales User,Korisnik prodaje,
Salesforce,Salesforce,
Salutation,Uvodna fraza,
Sample,Uzorak,
Saturday,Subota,
Save,Sačuvaj,
Save on Completion,Sačuvaj pri završetku,
Schedule,Raspored,
Scheduled,Zakazano,
Scheduled Against,Zakazan u vezi sa,
Scheduled Job,Zakazani zadatak,
Scheduled Job Log,Evidencija zakazanih zadataka,
Scheduled Job Type,Vrsta zakazanog zadatka,
Scheduler,Planer,
Scheduler Event,Događaj planera,
Scheduler Status,Status planera,
Scope,Opseg,
Scopes,Opsezi,
Scopes Supported,Podržani opseg,
Script,Skripta,
Script Manager,Menadžer skripti,
Script Report,Izveštaj skripte,
Script Type,Vrsta skripte,
Script to attach to all web pages.,Skripta za povezivanje sa svim veb-stranicama.,
Scripting,Programiranje,
Scripting / Style,Programiranje / Stil,
Scripts,Skripte,
Search,Pretraga,
Search Bar,Traka za pretragu,
Search Fields,Polja za pretragu,
Search Priorities,Prioriteti pretrage,
Section,Odeljak,
Section Break,Prelom odeljka,
Section ID,ID odeljka,
Security Settings,Podešavanja bezbednosti,
Seen,Viđeno,
Seen By,Viđeno od strane,
Seen By Table,Tabela korisnika koji su videli,
Select,Izaberite,
Select Dashboard,Izaberi kontrolu tablu,
Select Date Range,Izaberi opseg datuma,
Select DocType,Izaberite DocType,
Select Doctype,Izaberi DocType,
Select List View,Izaberi prikaz liste,
Select Page,Izaberi stranicu,
Select Report,Izaberi izveštaj,
Select Transaction,Izaberi transakciju,
Select Workspace,Izaberi radni prostor,
Select Workspaces,Izaberi radne prostore,
Select an image of approx width 150px with a transparent background for best results.,Izaberite sliku širine oko 150px sa transparentnom pozadinom za najbolji rezultat.,
Select the label after which you want to insert new field.,Izaberi oznaku nakon koje želiš da umetneš novo polje.,
Send <b>at the earliest</b> this number of minutes before or after the reference datetime. The actual sending may be delayed by up to 5 minutes due to the scheduler's trigger cadence.,"Pošalji <b>što je ranije moguće</b>, određeni broj minuta pre ili posle referentnog datuma i vremena. Stvarno slanje može kasniti do 5 minuta zbog intervala pokretanja rasporeda.",
Send After,Pošalji nakon,
Send Alert On,Pošalji obaveštenje na,
Send Email Alert,Pošalji imejl upozorenje,
Send Email On State,Pošalji imejl kada je stanje,
Send Email Print Attachments as PDF (Recommended),Pošalji štampane priloge u PDF formatu (preporučeno),
Send Email To Creator,Pošalji imejl autoru,
Send Me A Copy of Outgoing Emails,Pošalji mi kopiju izlaznih imejlova,
Send Notification to,Pošalji obaveštenje ka,
Send Notifications For Documents Followed By Me,Pošalji obaveštenje za dokumenta koje pratim,
Send Notifications For Email Threads,Pošalji obaveštenje za imejl prepiske,
Send Print as PDF,Pošalji kao PDF za štampu,
Send System Notification,Pošalji sistemsko obaveštenje,
Send To All Assignees,Pošalji svim zaduženima,
Send Welcome Email,Pošalji imejl dobrodošlice,
Send alert if date matches this field's value,Pošalji upozorenje ukoliko se datum podudara sa vrednošću ovog polja,
Send alert if datetime matches this field's value,Pošalji upozorenje ukoliko se datum i vreme podudaraju sa vrednošću ovog polja,
Send alert if this field's value changes,Pošalji upozorenje ukoliko se vrednost ovog polja promeni,
Send an email reminder in the morning,Pošalji podsetnik putem imejla ujutru,
Send days before or after the reference date,Pošalji dana pre ili posle referentnog datuma,
Send email when document transitions to the state.,Pošalji imejl kada dokument pređe u stanje.,
Send enquiries to this email address,Pošalji upite na ovu imejl adresu,
Send only if there is any data,Pošalji samo ukoliko postoji neki podatak,
Send unsubscribe message in email,Pošalji poruku za otkazivanje pretplate u imejlu,
Sender,Pošiljalac,
Sender Email,Imejl pošiljaoca,
Sender Email Field,Polje za imejl pošiljaoca,
Sender Name,Naziv pošiljaoca,
Sender Name Field,Polje za naziv pošiljaoca,
Sendgrid,Sendgrid,
Sending,Slanje,
Sent,Poslato,
Sent Folder Name,Naziv datoteke za poslatu poštu,
Sent On,Poslato na,
Sent Read Receipt,Poslata potvrda o čitanju,
Sent To,Poslato ka,
Sent or Received,Poslato ili primljeno,
Sent/Received Email,Poslati/Primljeni imejl,
Separator,Separator,
Sequence Id,ID sekvence,
Series List for this Transaction,Lista serija za ovu transakciju,
Server Action,Serverska radnja,
Server IP,IP adresa servera,
Server Script,Serverska skripta,
Service,Usluga,
Session Default,Podrazumevana sesija,
Session Default Settings,Podešavanje podrazumevane sesije,
Session Defaults,Podrazumevane vrednosti sesije,
Session Expiry (idle timeout),Istek sesije (vreme neaktivnosti),
Set Banner from Image,Postavi baner iz slike,
"Set Default Options for all charts on this Dashboard (Ex: ""colors"": [""#d1d8dd"", ""#ff5858""])","Postavi podrazumevana opcije za sve grafikone na ovoj kontrolnoj tabli (Primer: ""boje"": [""#d1d8dd"", ""#ff5858""])",
